Country Name_x,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,Reasons for the Emission of carbon Footprints,Solutions to take to combat the climate change,Country Name_y,Region,IncomeGroup,SpecialNotes
Curacao,CUW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76, due to its oil refinery activities and methods used to produce local electrical energy,Recycling and using public transit are all fine and good if you want to reduce your carbon footprint,Curaçao,Latin America & Caribbean,High income,
Cayman Islands,CYM,11.001,11.001,11.001,11.001,11.001,11.001,18.335,14.668,22.002,44.004,36.67,44.004,55.005,58.672,55.005,55.005,66.006,69.673,91.675,91.675,161.348,154.014,161.348,168.682,183.35,190.684,201.685,216.353,223.687,256.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,The vast majority of carbon dioxide produced on Island comes from the production of electricity and the desalination of water,using a reusable water bottle and recycling,Cayman Islands,Latin America & Caribbean,High income,
Cyprus,CYP,887.414,865.412,905.749,986.423,1001.091,1151.438,1243.113,1364.124,1624.481,1672.152,1705.155,1884.838,2405.552,2500.894,1925.175,1980.18,2464.224,2669.576,2808.922,3003.273,3208.625,3047.277,3102.282,3098.615,3182.956,3102.282,3545.989,4121.708,4129.042,4341.728,4590.0,5110.0,5480.0,5740.0,5980.0,5850.0,6210.0,6300.0,6610.0,6870.0,7130.0,6990.0,7170.00007629395,7829.99992370605,7780.00020980835,7900.00009536743,8000.0,8310.0004196167,8489.99977111816,8279.99973297119,7900.00009536743,7630.00011444092,7099.99990463257,6429.99982833862,6809.99994277954,6849.99990463257,7219.99979019165,7360.0001335144,7199.99980926514,7190.00005722046,6.27,Half of carbon emissions in Cyprus comes from transport,Reduction of carbon footprint & energy efficiency · Reduction of paper and water consumption · Sustainable management of waste streams,Cyprus,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate entered into force on January 1, 2008: 1 euro = 0.585274 Cyprus pounds. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150200.0,136900.0,134140.0,130980.0,124710.0,125180.0,126740.0,124790.0,118920.0,111950.0,123170.0,122720.0,118529.998779297,122769.996643066,123440.002441406,119989.99786377,120599.998474121,123620.002746582,118309.997558594,111169.998168945,112250.0,109169.998168945,106069.999694824,101150.001525879,97510.0021362305,99139.9993896484,101730.003356934,101830.001831055,100900.001525879,96290.0009155273,92.08,"CO2 emissions from coal, oil, gas, cement and flaring",(1) using less energy; and/or (2) using lower-carbon energy,Czech Republic,Europe & Central Asia,High income,
Germany,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955310.0,932550.0,892820.0,887060.0,875900.0,874660.0,904340.0,872650.0,865250.0,833590.0,830280.0,847680.0,833380.004882813,836789.978027344,821070.007324219,802380.004882813,814409.973144531,783799.987792969,789690.002441406,734809.997558594,773070.007324219,746479.98046875,760130.004882813,776150.024414063,736010.009765625,742309.997558594,747150.024414063,732200.012207031,707700.012207031,657400.024414063,636.88,"produced by the burning of fossil fuels, industrial production, and land use change.","roll-out of renewable energies, bringing down energy consumption, and ending the use of fossil fuels in all sectors of the economy",Germany,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 1.95583 Deutsche Mark. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Djibouti,DJI,40.337,44.004,47.671,66.006,84.341,121.011,139.346,88.008,121.011,84.341,139.346,161.348,190.684,179.683,194.351,198.018,198.018,198.018,201.685,363.033,348.365,300.694,348.365,348.365,352.032,359.366,377.701,388.702,348.365,388.702,270.0,290.0,300.0,300.0,290.0,320.0,300.0,330.0,390.0,390.0,370.0,380.0,400.000005960464,409.999996423721,400.000005960464,430.000007152557,430.000007152557,469.999998807907,469.999998807907,469.999998807907,519.999980926514,479.999989271164,500.0,560.000002384186,400.000005960464,460.00000834465,419.999986886978,419.999986886978,400.000005960464,419.999986886978,0.85,"CO2 emissions from coal, oil, gas, cement and flaring",(Reducing emissions from deforestation and forest degradation in developing countries),Djibouti,Middle East & North Africa,Lower middle income,
Dominica,DMA,11.001,11.001,11.001,14.668,14.668,14.668,14.668,22.002,22.002,18.335,25.669,25.669,25.669,25.669,29.336,29.336,29.336,25.669,25.669,33.003,36.67,36.67,40.337,40.337,44.004,47.671,47.671,47.671,55.005,58.672,60.0,60.0,80.0,80.0,80.0,100.0,80.0,100.0,110.0,110.0,130.0,150.0,119.999997317791,140.000000596046,159.999996423721,159.999996423721,170.000001788139,180.000007152557,180.000007152557,500.0,180.000007152557,180.000007152557,250.0,170.000001788139,180.000007152557,180.000007152557,180.000007152557,170.000001788139,170.000001788139,170.000001788139,0.15," CO2 emissions from coal, oil, gas, cement and flaring","Implementing a Comprehensive Risk Management Framework (including National
Vulnerability Risk Resilience Fund) and pursuing the Low Carbon Development
Pathway (the greening of the economy);",Dominica,Latin America & Caribbean,Upper middle income,
Denmark,DNK,29779.707,31734.218,36926.69,40707.367,43189.926,44337.697,50127.89,49075.461,53325.514,59401.733,62100.645,57062.187,59643.755,59266.054,55078.34,55778.737,60135.133,61847.622,61117.889,62999.06,60369.821,51789.041,53695.881,50175.561,50861.29,60072.794,58903.021,58341.97,55107.676,48785.768,52090.0,62800.0,57030.0,59360.0,63200.0,60000.0,73340.0,63650.0,59710.0,56730.0,52600.0,54250.0,53840.0001525879,59229.9995422363,53729.9995422363,50200.0007629395,58130.0010681152,53409.9998474121,50130.0010681152,47930.0003051758,48119.9989318848,43099.9984741211,38220.0012207031,39959.9990844727,35819.9996948242,33700.0007629395,35319.9996948242,33130.0010681152,33130.0010681152,29700.0007629395,25.71," CO2 emissions from coal, oil, gas, cement and flaring",1) using less energy; and/or (2) using lower-carbon energy,Denmark,Europe & Central Asia,High income,
Dominican Republic,DOM,1041.428,1030.427,1243.113,1250.447,1749.159,1547.474,1672.152,1569.476,2350.547,2654.908,3109.616,3523.987,4675.425,5966.209,6417.25,6340.243,6332.909,5614.177,5449.162,6809.619,6457.587,6167.894,6340.243,7913.386,7444.01,7293.663,8181.077,9754.22,9834.894,10366.609,7860.0,8230.0,9620.0,9520.0,11140.0,11840.0,12730.0,14500.0,16620.0,17790.0,18670.0,18980.0,20879.9991607666,18729.9995422363,17280.0006866455,18690.0005340576,20370.0008392334,20629.9991607666,20579.9999237061,19659.9998474121,20680.0003051758,20909.9998474121,21680.0003051758,21290.0009155273,21450.0007629395,23590.0001525879,24590.0001525879,23549.9992370605,25309.9994659424,27229.9995422363,29.09,"CO2 emissions from coal, oil, gas, cement and flaring",1) using less energy; and/or (2) using lower-carbon energy.,Dominican Republic,Latin America & Caribbean,Upper middle income,
Algeria,DZA,6160.56,6065.218,5669.182,5427.16,5650.847,6596.933,8430.433,8441.434,9061.157,11276.025,15075.037,18668.697,28349.577,38312.816,31906.567,32031.245,39170.894,41891.808,62529.684,45621.147,66519.38,46438.888,39269.903,52625.117,71103.13,72786.283,76277.267,84120.98,83948.631,80046.943,62940.0,66430.0,66840.0,72220.0,73610.0,76440.0,76120.0,74430.0,74650.0,77510.0,80050.0,78650.0,82400.0015258789,88190.0024414063,89489.9978637695,94190.0024414063,99809.9975585938,102750.0,107750.0,112169.998168945,114180.000305176,120790.000915527,134929.992675781,139020.004272461,147740.005493164,156270.004272461,154910.003662109,158339.996337891,165539.993286133,171250.0,163.47," CO2 emissions from coal, oil, gas, cement and flaring",the use of water produced by oil fields will be evaluated for the electrolysis processes necessary for the production of hydrogen.,Algeria,Middle East & North Africa,Lower middle income,
Ecuador,ECU,1763.827,1646.483,1565.809,1796.83,2145.195,2277.207,2420.22,2592.569,3116.95,3593.66,4283.056,4224.384,4594.751,5262.145,6090.887,7363.336,8111.404,7484.347,10425.281,12167.106,13443.222,16692.184,19288.42,19556.111,21257.599,19431.433,15276.722,15115.374,17271.57,20267.509,15420.0,15740.0,16850.0,16950.0,18800.0,20920.0,24000.0,24950.0,24470.0,21610.0,22050.0,24250.0,24170.0000762939,24659.9998474121,26180.0003051758,28219.9993133545,30129.9991607666,30639.9993896484,31690.0005340576,34500.0,37250.0,37099.9984741211,37090.0001525879,39700.0007629395,41799.9992370605,41520.0004577637,39810.001373291,38549.9992370605,40139.9993896484,39290.0009155273,33.28," CO2 emissions from coal, oil, gas, cement and flaring","Carbon dioxide (CO2) and other impurities must be removed from renewable natural gas (RNG) feeds  like biomethane and landfill gas  to meet purity specifications. Our proprietary solvent is a simple drop-in enhancement for current solvents, delivering better performance for CO2 removal.",Ecuador,Latin America & Caribbean,Upper middle income,
"Egypt, Arab Rep.",EGY,16054.126,17088.22,18595.357,21554.626,25522.32,27641.846,26563.748,19677.122,22904.082,19695.457,21686.638,23047.095,25511.319,23795.163,26123.708,31099.827,34495.469,37865.442,39313.907,42947.904,45239.779,50978.634,56523.138,57091.523,63838.803,63937.812,74564.778,74810.467,74531.775,72181.228,87750.0,89370.0,90900.0,92660.0,87900.0,93720.0,98940.0,106060.0,110980.0,116540.0,114610.0,126700.0,129440.002441406,133020.004272461,144500.0,162220.001220703,170750.0,183399.993896484,189940.002441406,197660.003662109,200309.997558594,205770.004272461,215000.0,213860.000610352,219119.995117188,226279.998779297,231229.995727539,242229.995727539,247910.003662109,249369.995117188,269.55,fossil fuel-based power and transport sectors are among the most carbon intensive," lower carbon goods and moving towards greener and more resilient development paths. Enabling the transition toward a low carbon climate-resilient economy will require actions to support an increased role of the private sector. The private sector has an important role to play  as a financier, innovator, and provider of climate friendly goods and services.","Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: June 30) for the years 1980 and after. The data from 1973 to 1979 refer to the calendar year data. Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY). 

In addition, the World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1965-2021. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Eritrea,ERI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440.0,630.0,730.0,800.0,870.0,830.0,610.0,650.0,640.0,700.0,680.000007152557,689.999997615814,680.000007152557,600.000023841858,519.999980926514,509.999990463257,449.999988079071,469.999998807907,500.0,569.999992847443,620.000004768372,639.999985694885,649.999976158142,649.999976158142,660.000026226044,720.000028610229,850.000023841858,879.999995231628,0.73,Carbon dioxide (CO?) emissions from fossil fuels and industry,Flexible replacements. Greenhouse gas reduction. Vapor Control. Mobile Combustion Units. Decarbonization,Eritrea,Sub-Saharan Africa,Low income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1992-1997. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Spain,ESP,48928.781,53677.546,60054.459,58822.347,64410.855,71117.798,77729.399,86519.198,97157.165,96882.14,116929.629,128682.364,145026.183,155367.123,173152.073,181644.845,198443.372,195663.786,200493.225,203745.854,215003.544,207288.176,209906.414,204867.956,198953.085,201233.959,190467.647,190878.351,199033.759,226671.938,214950.0,222100.0,232370.0,218080.0,228450.0,240570.0,230110.0,248600.0,256220.0,278300.0,293310.0,294790.0,312750.0,318660.003662109,335559.997558594,350500.0,341779.998779297,354679.992675781,324269.989013672,287489.990234375,273250.0,274399.993896484,269269.989013672,242809.997558594,240960.006713867,256279.998779297,247029.998779297,263450.012207031,257040.008544922,239979.995727539,214.85,"CO2)  the most dominant greenhouse gas produced by the burning of fossil fuels, industrial production, and land use change.",1) using less energy; and/or (2) using lower-carbon energy.,Spain,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 166.386 Spanish peseta. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Estonia,EST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35280.0,31540.0,23820.0,18340.0,17820.0,16260.0,17200.0,16770.0,16240.0,15290.0,14920.0,15380.0,14949.9998092651,16940.0005340576,17020.0004577637,17229.9995422363,15979.9995422363,19979.9995422363,18399.9996185303,15050.0001907349,19000.0,18170.0000762939,16889.9993896484,19319.9996948242,17940.0005340576,15539.999961853,15989.9997711182,16709.9990844727,15319.9996948242,10180.0003051758,14.37,"burning oil shale for electricity, and oil shale contributes significantly to other pollution and waste levels in the country.","Support for growing plants of local varieties
4. Support for regional soil protection
5. Support for the maintenance of semi-natural habitats",Estonia,Europe & Central Asia,High income,"The following irrevocable euro conversion rate entered into force on January 1, 2011: 1 euro = 15.6466 Estonian kroon. Please note that historical data are not actual euros and are not comparable or suitable for aggregation across countries."
Ethiopia,ETH,352.032,341.031,396.036,421.705,407.037,645.392,825.075,1074.431,1727.157,1668.485,1653.817,1851.835,1408.128,1752.826,1738.158,1210.11,1177.107,1048.762,1371.458,1848.168,1822.499,1866.503,1481.468,1844.501,1664.818,1815.165,2214.868,2581.568,2673.243,2827.257,2310.0,2330.0,1520.0,1940.0,2260.0,2570.0,2870.0,3060.0,3230.0,3180.0,3560.0,4400.0,4570.00017166138,5019.99998092651,5329.99992370605,5050.00019073486,5400.00009536743,5960.00003814697,6489.99977111816,6530.00020980835,6469.99979019165,7539.99996185303,8479.99954223633,10079.9999237061,12340.0001525879,12890.0003433228,14970.0002670288,15819.9996948242,17239.9997711182,18360.0006103516,17.01,Carbon dioxide (CO?) emissions from fossil fuels and industry.,"adopting cleaner practices in agriculture, construction and transport, as well as slowing deforestation",Ethiopia,Sub-Saharan Africa,Low income,"The reporting period for national accounts data is designated as either calendar year basis (CY) or fiscal year basis (FY). For this country, it is fiscal year-based (fiscal year-end: July 7). Also, an estimate (PA.NUS.ATLS) of the exchange rate covers the same period and thus differs from the official exchange rate (CY)."
Finland,FIN,15104.373,14939.358,16809.528,19358.093,22852.744,25327.969,29519.35,28617.268,33314.695,37935.115,40395.672,40582.689,44161.681,49387.156,46680.91,46101.524,51279.328,50219.565,51913.719,54333.939,58246.628,51510.349,43083.583,41576.446,42254.841,49665.848,53329.181,57656.241,52185.077,52584.78,54560.0,55130.0,52280.0,53460.0,59930.0,56090.0,62570.0,60620.0,57270.0,56510.0,55100.0,61090.0,63439.998626709,71709.9990844727,67680.0003051758,55459.9990844727,67019.9966430664,65099.9984741211,56659.9998474121,54180.0003051758,62529.9987792969,55119.9989318848,49409.9998474121,50189.998626709,46159.9998474121,42819.9996948242,45700.0007629395,43020.0004577637,44580.0018310547,40709.9990844727,40.7,Carbon dioxide (CO?) emissions from fossil fuels and industry.," Finland has set a goal ofbecoming carbon-neutral by 2035. It plans to do this by deploying electric vehicles, phasing out fossil fuel heating, and creating carbon sinks to absorb and neutralize CO2 emissions.",Finland,Europe & Central Asia,High income,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 5.94573 Finnish markka. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Fiji,FJI,194.351,168.682,231.021,242.022,425.372,344.698,322.696,355.699,396.036,432.706,520.714,550.05,579.386,630.724,671.061,623.39,484.044,766.403,711.398,839.743,795.739,1081.765,839.743,715.065,583.053,579.386,605.055,476.71,553.717,630.724,690.0,680.0,720.0,700.0,700.0,710.0,770.0,750.0,730.0,750.0,810.0,1040.0,879.999995231628,1049.99995231628,1470.00002861023,1289.99996185303,1379.99999523163,1259.99999046326,970.000028610229,970.000028610229,1159.9999666214,1110.00001430511,1029.99997138977,1129.99999523163,1289.99996185303,1379.99999523163,1519.99998092651,1649.99997615814,1629.99999523163,1629.99999523163,2.38,Carbon dioxide (CO?) emissions from fossil fuels and industry. Land use change is not included.,"extensive afforestation measures, reduced deforestation, and increased use of sustainable forest plantations in the AFOLU sector",Fiji,East Asia & Pacific,Upper middle income,
France,FRA,271218.654,281211.229,298706.486,334019.696,345303.055,351852.317,347235.564,372009.816,384631.63,413259.899,439013.24,462434.369,480729.032,516599.626,499071.366,446919.292,505602.293,480857.377,505858.983,529155.434,505363.938,454700.666,436893.714,422603.415,405342.846,400880.107,385614.386,377491.981,372207.834,390649.177,356240.0,380650.0,368590.0,349420.0,344400.0,352240.0,367900.0,359070.0,381110.0,374900.0,373120.0,376730.0,371019.989013672,376709.991455078,377790.008544922,380660.003662109,371549.987792969,362829.986572266,357989.990234375,343730.010986328,347779.998779297,335140.014648438,338420.013427734,338559.997558594,306100.006103516,311299.987792969,313920.013427734,317829.986572266,307049.987792969,300519.989013672,279.99, France's total carbon footprint  including imported products,"the establishment more than 40 years ago of its extensive nuclear capacity, which ensures electricity can be generated with low carbon emissions (CO2).",France,Europe & Central Asia,High income,"The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 6.55957 French franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries."
Faroe Islands,FRO,58.672,113.677,117.344,124.678,121.011,135.679,139.346,168.682,183.35,212.686,256.69,260.357,234.688,253.023,300.694,348.365,330.03,407.037,399.703,480.377,421.705,440.04,458.375,487.711,498.712,517.047,491.378,498.712,528.048,579.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,CO2 emissions from solid fuel consumption (% of total).,This Faroe Island salmon company intends to do things greener. ... Faroe Island salmon farmer's bold stance to reduce its carbon emissions,Faroe Islands,Europe & Central Asia,High income,
"Micronesia, Fed. Sts.",FSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,110.0,110.0,120.0,120.0,120.0,130.0,130.0,130.0,150.0,140.000000596046,159.999996423721,159.999996423721,159.999996423721,140.000000596046,140.000000596046,119.999997317791,129.999995231628,109.999999403954,119.999997317791,129.999995231628,140.000000596046,140.000000596046,150.000005960464,170.000001788139,180.000007152557,170.000001788139,180.000007152557,,,,"Micronesia, Fed. Sts.",East Asia & Pacific,Lower middle income,Fiscal year ends on September 30; reporting period for national accounts data: FY. The source for national accounts data is the Pacific and Virgin Islands Training Initiative.
Gabon,GAB,132.012,165.015,88.008,73.34,190.684,216.353,381.368,1012.092,1961.845,1433.797,2082.856,2845.592,2739.249,5313.483,5452.829,5368.488,5709.519,6314.574,7561.354,6754.614,6633.603,6574.931,6556.596,5518.835,5995.545,6318.241,4968.785,4022.699,4334.394,5771.858,4100.0,4560.0,4530.0,4650.0,4620.0,5210.0,5810.0,5560.0,6390.0,6030.0,6080.0,6230.0,5960.00003814697,6440.00005722046,6090.00015258789,6059.99994277954,5440.00005722046,4940.00005722046,5269.99998092651,5199.99980926514,5760.00022888184,5780.00020980835,5599.99990463257,5789.99996185303,5960.00003814697,6119.99988555908,6420.00007629395,5329.99992370605,5119.99988555908,5250.0,5.95,"Carbon dioxide (CO?) emissions from fossil fuels and industry. Land use change is not included.

",Decreasing carbon emissions is vital to fighting climate change. Getting deforestation and forest,Gabon,Sub-Saharan Africa,Upper middle income,
United Kingdom,GBR,584299.78,588938.535,593360.937,603822.888,608355.3,622619.93,618564.228,592517.527,606969.174,628857.497,653063.364,660863.073,648486.948,660034.331,617607.141,603643.205,598912.775,604746.972,605084.336,644893.288,579290.658,560819.979,548520.861,545741.275,529335.117,559855.558,568777.369,571868.65,570464.189,581721.879,561770.0,570680.0,557890.0,541380.0,535180.0,526810.0,545480.0,524190.0,526000.0,522750.0,530890.0,545260.0,530789.978027344,543039.978027344,543080.017089844,540919.982910156,542059.997558594,530500.0,515340.026855469,466489.990234375,482440.002441406,445589.996337891,467779.998779297,453760.009765625,415600.006103516,401079.986572266,380809.997558594,367000.0,360730.010986328,348920.013427734,313.73,"The transport sector consists of emissions from road transport, railways, domestic aviation, shipping, fishing and aircraft support vehicles.",switching to green heating and electricity,United Kingdom,Europe & Central Asia,High income,
Georgia,GEO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33490.0,25510.0,20070.0,16090.0,10440.0,8180.0,6360.0,5520.0,4990.0,4520.0,4770.0,3520.0,2960.00003814697,3160.00008583069,3369.99988555908,4239.99977111816,4699.99980926514,5630.00011444092,4840.00015258789,5619.99988555908,5320.00017166138,6519.99998092651,7190.00005722046,7840.00015258789,8470.00026702881,9199.99980926514,9649.99961853027,9729.99954223633,9569.99969482422,10109.9996566772,10.44,"When we burn fossil fuels like coal, oil or gas, mostly negative results for Georgia and the planet carbon dioxide is emitted into the air.","Reduce food waste.
Plant-rich diets.
Family planning.
Educate girls.
Promote regenerative agriculture.
Manage livestock grazing",Georgia,Europe & Central Asia,Upper middle income,"Includes self-governed areas only, which mostly exclude Abkhazia and South Ossetia, but small areas in Abkhazia and South Ossetia are included before 2008 or 2009 because of the changes in self-governed areas."
Ghana,GHA,1463.133,1345.789,1433.797,1723.49,1650.15,1705.155,1441.131,1496.136,1763.827,1690.487,2625.572,2295.542,2423.887,2475.225,2937.267,2746.583,2434.888,3003.273,2970.27,2658.575,2559.566,3047.277,3043.61,3655.999,2581.568,3325.969,3047.277,3285.632,3450.647,3344.304,2790.0,2560.0,3080.0,3190.0,3460.0,3710.0,4090.0,4300.0,6100.0,6580.0,5740.0,6210.0,7429.99982833862,7139.9998664856,6679.99982833862,7039.99996185303,8510.00022888184,9119.99988555908,8659.99984741211,10010.0002288818,11189.9995803833,11750.0,14609.9996566772,15630.0001144409,15090.0001525879,15779.9997329712,16069.9996948242,17010.0002288818,18680.0003051758,20040.0009155273,16.52,crop and livestock production index in Ghana: Estimating the long-run elasticities and variance, forest degradation and deforestation are driven primarily by cocoa farm expansion,Ghana,Sub-Saharan Africa,Lower middle income,"The World Bank systematically assesses the appropriateness of official exchange rates as conversion factors. In this country, multiple or dual exchange rate activity exists and must be accounted for appropriately in underlying statistics. An alternative estimate (“alternative conversion factor” - PA.NUS.ATLS) is thus calculated as a weighted average of the different exchange rates in use in the country. Doing so better reflects economic reality and leads to more accurate cross-country comparisons and country classifications by income level. For this country, this applies to the period 1974-1987. Alternative conversion factors are used in the Atlas methodology and elsewhere in World Development Indicators as single-year conversion factors."
Gibraltar,GIB,47.671,51.338,55.005,55.005,55.005,47.671,55.005,62.339,66.006,66.006,69.673,80.674,73.34,84.341,77.007,88.008,77.007,77.007,69.673,91.675,88.008,51.338,22.002,36.67,33.003,44.004,40.337,47.671,69.673,69.673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.72,Carbon dioxide emissions estimates are based on petroleum consumption and include both domestic and international bunkers, electricity generation is still predominantly produced using higher-carbon (diesel) fuel.,Gibraltar,Europe & Central Asia,High income,The DEC conversion is not reported when national accounts data are unavailable.
Guinea,GIN,410.704,616.056,660.06,696.73,700.397,696.73,718.732,726.066,748.068,748.068,792.072,814.074,832.409,803.073,839.743,843.41,887.414,902.082,902.082,946.086,964.421,990.09,982.756,953.42,979.089,993.757,997.424,993.757,1026.76,1045.095,1000.0,1020.0,1050.0,1080.0,1120.0,1160.0,1230.0,1290.0,1360.0,1430.0,1490.0,1570.0,1629.99999523163,1700.00004768372,1769.99998092651,1830.00004291534,1899.99997615814,1980.00001907349,2009.99999046326,2119.99988555908,2500.0,2619.99988555908,2480.00001907349,2180.0000667572,2240.00000953674,2539.99996185303,2819.9999332428,3339.99991416931,3750.0,3950.00004768372,2.77,"Carbon dioxide (CO?) emissions from fossil fuels and industry. Land use change is not included.

",1) using less energy; and/or (2) using lower-carbon energy.,Guinea,Sub-Saharan Africa,Low income,
"Gambia, The",GMB,18.335,22.002,25.669,29.336,29.336,29.336,33.003,33.003,36.67,47.671,47.671,55.005,66.006,62.339,62.339,99.009,99.009,113.677,139.346,146.68,157.681,157.681,161.348,161.348,172.349,172.349,161.348,179.683,183.35,179.683,190.0,200.0,200.0,210.0,210.0,220.0,220.0,230.0,240.0,260.0,240.0,310.0,300.000011920929,300.000011920929,319.999992847443,330.000013113022,360.000014305115,409.999996423721,430.000007152557,490.000009536743,439.999997615814,449.999988079071,460.00000834465,439.999997615814,519.999980926514,529.999971389771,529.999971389771,540.000021457672,550.000011920929,579.999983310699,0.52,"Emissions of CO2 are from burning oil, coal and gas for energy use, burning wood and waste materials, and from industrial processes such as cement production","It plans to reduce these emissions through a range of activities, including introducing agroforestry and improved soil management, using solar and wind energy for rural electrification, reducing power loss during transmission, recovering gases from landfills and composting waste.
","Gambia, The",Sub-Saharan Africa,Low income,
Guinea-Bissau,GNB,18.335,29.336,40.337,47.671,58.672,66.006,66.006,47.671,62.339,58.672,69.673,73.34,66.006,110.01,102.676,113.677,95.342,102.676,102.676,110.01,146.68,143.013,143.013,143.013,161.348,172.349,183.35,194.351,216.353,231.021,170.0,170.0,180.0,180.0,180.0,180.0,180.0,200.0,170.0,190.0,150.0,150.0,150.000005960464,189.999997615814,200.000002980232,209.999993443489,219.999998807907,230.000004172325,219.999998807907,230.000004172325,239.999994635582,239.999994635582,250.0,250.0,270.000010728836,280.000001192093,310.000002384186,310.000002384186,319.999992847443,330.000013113022,0.29,Carbon dioxide emissions are those stemming from the burning of fossil fuels and the manufacture of cement.,"Increase the adaptation capacity of national ecosystems through soil protection against water and wind erosion, and protecting the coast against",Guinea-Bissau,Sub-Saharan Africa,Low income,
Equatorial Guinea,GNQ,22.002,22.002,22.002,25.669,25.669,29.336,25.669,25.669,29.336,44.004,36.67,66.006,88.008,29.336,51.338,62.339,62.339,62.339,69.673,62.339,58.672,69.673,73.34,62.339,80.674,66.006,80.674,99.009,106.343,117.344,60.0,70.0,900.0,960.0,1030.0,1100.0,1190.0,1650.0,1970.0,3230.0,2220.0,3400.0,4630.00011444092,5010.00022888184,6199.99980926514,8319.99969482422,9369.99988555908,8539.99996185303,9779.99973297119,9710.00003814697,9949.99980926514,9989.99977111816,9819.99969482422,9180.00030517578,7909.99984741211,6570.00017166138,6659.99984741211,5800.00019073486,6429.99982833862,5349.99990463257,4.28, Carbon dioxide emissions come from the oxidation of carbon from fuels,Desertification and Deforestation,Equatorial Guinea,Sub-Saharan Africa,Upper middle income,
